Transaction ID,Item,Date,Customer Name,State,Category,Sub-Category,Product Name,Sales,Quantity,Profit,tavg,prcp,wspd
1946,"Office Supplies_Binders_Self-Adhesive Ring Binder Labels, Office Supplies_Fasteners_Bagged Rubber Bands, Office Supplies_Paper_White Computer Printout Paper by Universal",2015-12-19,Suzanne McNair,Nebraska,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,7.04,2,3.31,-2.2,0.0,18.4
1947,Office Supplies_Paper_Easy-staple paper,2015-12-20,Arianne Irving,California,Office Supplies,Paper,Easy-staple paper,17.12,4,7.7,6.3,0.0,4.5
1948,Office Supplies_Storage_Fellowes Super Stor/Drawer,2015-12-20,Chad Sievert,Texas,Office Supplies,Storage,Fellowes Super Stor/Drawer,88.8,4,-2.22,14.6,2.1742177933538844,18.7
1949,Technology_Accessories_Hypercom P1300 Pinpad,2015-12-20,Emily Ducich,Texas,Technology,Accessories,Hypercom P1300 Pinpad,100.8,2,21.42,14.6,2.1742177933538844,18.7
1950,Office Supplies_Labels_Avery 486,2015-12-20,Evan Minnotte,Florida,Office Supplies,Labels,Avery 486,11.7,2,3.95,12.263582345029954,2.1742177933538844,11.19349611379967
1951,"Office Supplies_Envelopes_#6 3/4 Gummed Flap White Envelopes, Furniture_Furnishings_Nu-Dell Float Frame 11 x 14 1/2",2015-12-20,Gary Zandusky,Arizona,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,7.92,1,2.77,14.326055533232982,1.8191498129141348,10.86637533288153
1952,Office Supplies_Appliances_Acco 6 Outlet Guardian Standard Surge Suppressor,2015-12-20,John Murray,Virginia,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,36.27,3,10.88,1.7,2.1742177933538844,1.5
1953,"Technology_Phones_Apple iPhone 5C, Technology_Accessories_Logitech G600 MMO Gaming Mouse, Furniture_Bookcases_Sauder Facets Collection Library, Sky Alder Finish",2015-12-20,Katherine Ducich,Illinois,Technology,Phones,Apple iPhone 5C,159.98,2,12.0,5.5,2.1742177933538844,35.9
1954,"Office Supplies_Paper_Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",2015-12-20,Maya Herman,New York,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,1,26.63,-2.4,0.0,13.7
1955,"Office Supplies_Art_OIC #2 Pencils, Medium Soft",2015-12-21,Adam Hart,Ohio,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",3.01,2,0.34,6.7,2.1742177933538844,13.9
1956,Office Supplies_Appliances_Belkin 6 Outlet Metallic Surge Strip,2015-12-21,Elpida Rittenbach,Colorado,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,60.98,7,4.57,14.326055533232982,1.8191498129141348,10.86637533288153
1957,"Furniture_Tables_Bevis 36 x 72 Conference Tables, Technology_Accessories_Enermax Acrylux Wireless Keyboard",2015-12-21,John Stevenson,Washington,Furniture,Tables,Bevis 36 x 72 Conference Tables,1618.37,13,356.04,14.326055533232982,1.8191498129141348,10.86637533288153
1958,Technology_Phones_Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,2015-12-21,Lynn Smith,North Carolina,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.98,3,4.8,8.3,2.1742177933538844,1.7
1959,"Technology_Accessories_Memorex Micro Travel Drive 4 GB, Office Supplies_Envelopes_Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",2015-12-21,Roger Demir,Florida,Technology,Accessories,Memorex Micro Travel Drive 4 GB,50.88,6,14.63,12.263582345029954,2.1742177933538844,11.19349611379967
1960,"Technology_Machines_Star Micronics TSP800 TSP847IIU Receipt Printer, Office Supplies_Art_Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set, Technology_Accessories_Enermax Acrylux Wireless Keyboard, Furniture_Furnishings_Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",2015-12-21,Sam Zeldin,Illinois,Technology,Machines,Star Micronics TSP800 TSP847IIU Receipt Printer,600.53,2,137.26,9.0,2.1742177933538844,27.7
1961,Office Supplies_Art_Newell 336,2015-12-22,Beth Thompson,Wisconsin,Office Supplies,Art,Newell 336,17.12,4,4.96,-0.1,2.1742177933538844,9.7
1962,"Office Supplies_Storage_Tennsco Lockers, Sand, Furniture_Chairs_Harbour Creations Steel Folding Chair",2015-12-22,Harold Ryan,Pennsylvania,Office Supplies,Storage,"Tennsco Lockers, Sand",33.57,2,1.68,14.326055533232982,1.8191498129141348,10.86637533288153
1963,Office Supplies_Appliances_Belkin Premiere Surge Master II 8-outlet surge protector,2015-12-23,Bradley Drucker,Virginia,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,194.32,4,56.35,16.7,2.1742177933538844,4.9
1964,"Office Supplies_Paper_Xerox 1887, Office Supplies_Paper_Xerox 1967, Office Supplies_Labels_Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set",2015-12-24,David Bremer,New York,Office Supplies,Paper,Xerox 1887,132.79,7,63.74,14.6,0.3,14.8
1965,Furniture_Chairs_SAFCO Arco Folding Chair,2015-12-24,Harold Ryan,Arizona,Furniture,Chairs,SAFCO Arco Folding Chair,883.84,4,99.43,14.326055533232982,1.8191498129141348,10.86637533288153
1966,"Furniture_Furnishings_Eldon Regeneration Recycled Desk Accessories, Black, Technology_Copiers_Canon PC1060 Personal Laser Copier",2015-12-24,Harry Marie,Missouri,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",9.68,2,3.78,4.3,2.1742177933538844,8.1
1967,"Furniture_Bookcases_Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors, Office Supplies_Art_Dixon My First Ticonderoga Pencil, #2",2015-12-24,Jim Radford,Colorado,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",590.06,7,-786.74,14.326055533232982,1.8191498129141348,10.86637533288153
1968,"Office Supplies_Fasteners_OIC Bulk Pack Metal Binder Clips, Office Supplies_Paper_While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle, Office Supplies_Binders_Ibico Standard Transparent Covers, Furniture_Furnishings_Executive Impressions 14"" Two-Color Numerals Wall Clock, Technology_Machines_Swingline SM12-08 MicroCut Jam Free Shredder, Office Supplies_Art_Stanley Bostitch Contemporary Electric Pencil Sharpeners",2015-12-24,Joni Blumstein,Ohio,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,5.58,2,1.81,10.8,2.1742177933538844,10.1
1969,"Office Supplies_Binders_Avery Hole Reinforcements, Office Supplies_Fasteners_Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",2015-12-24,Kean Takahito,California,Office Supplies,Binders,Avery Hole Reinforcements,19.94,4,7.23,5.6,0.0,7.8
1970,"Office Supplies_Paper_Computer Printout Paper with Letter-Trim Perforations, Technology_Phones_ClearSounds CSC500 Amplified Spirit Phone Corded phone, Furniture_Furnishings_Magna Visual Magnetic Picture Hangers",2015-12-24,Maribeth Schnelling,Arizona,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,106.23,7,37.18,14.326055533232982,1.8191498129141348,10.86637533288153
1971,"Technology_Phones_Logitech B530 USB Headset - headset - Full size, Binaural, Furniture_Bookcases_Rush Hierlooms Collection Rich Wood Bookcases, Office Supplies_Paper_Xerox 1978, Office Supplies_Art_Newell 351",2015-12-25,Dionis Lloyd,Michigan,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",73.98,2,19.97,2.6,2.1742177933538844,5.5
1972,"Technology_Accessories_Plantronics Savi W720 Multi-Device Wireless Headset System, Furniture_Bookcases_Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",2015-12-25,Jim Karlsson,New York,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,843.9,2,371.32,8.9,0.0,10.8
1973,Office Supplies_Appliances_Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,2015-12-25,Jim Kriz,New York,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,414.96,2,124.49,8.9,0.0,10.8
1974,Furniture_Furnishings_Tenex Antistatic Computer Chair Mats,2015-12-25,Justin Deggeller,Pennsylvania,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,547.14,4,-68.39,14.326055533232982,1.8191498129141348,10.86637533288153
1975,"Furniture_Furnishings_Tenex B1-RE Series Chair Mats for Low Pile Carpets, Office Supplies_Binders_Tuf-Vin Binders",2015-12-25,Lena Hernandez,Georgia,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,275.88,6,46.9,14.326055533232982,1.8191498129141348,10.86637533288153
1976,"Office Supplies_Labels_Avery 474, Office Supplies_Paper_Xerox 227",2015-12-25,Maria Bertelson,Tennessee,Office Supplies,Labels,Avery 474,9.22,4,3.34,15.9,2.1742177933538844,7.6
1977,"Technology_Copiers_Brother DCP1000 Digital 3 in 1 Multifunction Machine, Office Supplies_Paper_Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad, Office Supplies_Paper_Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)",2015-12-25,Ralph Arnett,California,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,1199.96,5,224.99,4.2,0.0,6.7
1978,Office Supplies_Paper_Xerox 1949,2015-12-25,Sean Miller,California,Office Supplies,Paper,Xerox 1949,9.96,2,4.88,4.2,0.0,6.7
1979,Office Supplies_Fasteners_Staples,2015-12-26,Brian Dahlen,Massachusetts,Office Supplies,Fasteners,Staples,22.2,5,10.43,8.2,0.0,13.4
1980,Office Supplies_Paper_Xerox 1906,2015-12-26,David Flashing,New York,Office Supplies,Paper,Xerox 1906,212.64,6,99.94,3.9,1.0,12.2
1981,Furniture_Tables_KI Adjustable-Height Table,2015-12-26,Mick Crebagga,Ohio,Furniture,Tables,KI Adjustable-Height Table,51.59,1,-15.48,8.5,2.1742177933538844,11.7
1982,"Furniture_Chairs_Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",2015-12-26,Roger Barcio,Texas,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",275.06,3,-90.38,22.6,2.1742177933538844,25.5
1983,"Office Supplies_Storage_Fellowes Super Stor/Drawer Files, Technology_Phones_Geemarc AmpliPOWER60",2015-12-27,Aaron Hawkins,California,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1,2,61.39,2.9,0.0,3.1
1984,"Office Supplies_Appliances_Belkin F9G930V10-GRY 9 Outlet Surge, Office Supplies_Labels_Avery 497",2015-12-27,Arthur Gainer,California,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,106.96,2,31.02,2.9,0.0,3.1
1985,"Office Supplies_Paper_Xerox 1950, Office Supplies_Appliances_Kensington 7 Outlet MasterPiece Power Center",2015-12-27,Brad Thomas,Maryland,Office Supplies,Paper,Xerox 1950,28.9,5,14.16,13.2,0.3,13.7
1986,Office Supplies_Storage_Sterilite Show Offs Storage Containers,2015-12-27,Daniel Raglin,Illinois,Office Supplies,Storage,Sterilite Show Offs Storage Containers,12.67,3,-3.17,3.3,2.1742177933538844,32.6
1987,"Furniture_Tables_Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer, Office Supplies_Envelopes_Staple envelope",2015-12-27,David Bremer,Ohio,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",1548.99,9,-464.7,9.4,2.1742177933538844,18.8
1988,Technology_Accessories_Maxell 4.7GB DVD-R 5/Pack,2015-12-27,Kean Nguyen,California,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,7.92,8,3.48,2.9,0.0,3.1
1989,"Office Supplies_Envelopes_Strathmore #10 Envelopes, Ultimate White",2015-12-27,Maribeth Dona,Arkansas,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",105.42,2,51.66,13.8,82.0,16.9
1990,"Office Supplies_Paper_Xerox 1917, Technology_Phones_Cisco SPA 502G IP Phone",2015-12-27,Richard Eichhorn,Wisconsin,Office Supplies,Paper,Xerox 1917,195.64,4,91.95,-2.1,0.0,14.7
1991,"Office Supplies_Envelopes_#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes, Furniture_Bookcases_Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors, Furniture_Chairs_Global Fabric Manager's Chair, Dark Gray, Technology_Phones_Plantronics HL10 Handset Lifter",2015-12-27,Steve Nguyen,Texas,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",113.33,9,35.42,8.6,2.1742177933538844,22.5
1992,"Technology_Accessories_Maxell CD-R Discs, Furniture_Furnishings_Executive Impressions 14"" Contract Wall Clock with Quartz Movement, Furniture_Bookcases_O'Sullivan 5-Shelf Heavy-Duty Bookcases, Office Supplies_Storage_Staple magnet, Technology_Accessories_SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card",2015-12-27,Sung Pak,Tennessee,Technology,Accessories,Maxell CD-R Discs,4.73,3,0.71,20.6,2.1742177933538844,14.4
1993,Technology_Accessories_Lenovo 17-Key USB Numeric Keypad,2015-12-28,Eric Murdock,Pennsylvania,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,54.38,2,1.36,14.326055533232982,1.8191498129141348,10.86637533288153
1994,"Office Supplies_Storage_Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",2015-12-28,Fred Harton,Illinois,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",24.82,2,1.55,1.9,2.1742177933538844,36.2
1995,Office Supplies_Supplies_Acme Serrated Blade Letter Opener,2015-12-29,Roy Französisch,New York,Office Supplies,Supplies,Acme Serrated Blade Letter Opener,6.36,2,0.06,-0.8,4.3,13.7
1996,"Office Supplies_Paper_Xerox 1929, Office Supplies_Storage_2300 Heavy-Duty Transfer File Systems by Perma, Technology_Machines_Zebra GX420t Direct Thermal/Thermal Transfer Printer, Office Supplies_Envelopes_Tyvek Side-Opening Peel & Seel Expanding Envelopes, Technology_Phones_Cisco SPA 502G IP Phone",2015-12-30,Clay Ludtke,California,Office Supplies,Paper,Xerox 1929,68.52,3,31.52,3.0,0.0,4.1
1997,Office Supplies_Binders_Fellowes Presentation Covers for Comb Binding Machines,2015-12-31,Anna Häberlin,Michigan,Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines,116.4,8,52.38,-0.5,2.1742177933538844,13.1
1998,"Office Supplies_Storage_Fellowes Stor/Drawer Steel Plus Storage Drawers, Office Supplies_Fasteners_Stockwell Push Pins, Office Supplies_Supplies_Staple remover",2015-12-31,Barry Gonzalez,Texas,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,152.69,2,-26.72,6.3,2.1742177933538844,14.8
1999,Office Supplies_Binders_Ibico Hi-Tech Manual Binding System,2015-12-31,Jas O'Carroll,Montana,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,487.98,2,152.5,14.326055533232982,1.8191498129141348,10.86637533288153
2000,"Office Supplies_Binders_Tuf-Vin Binders, Office Supplies_Binders_GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack, Office Supplies_Binders_Aluminum Screw Posts, Office Supplies_Binders_Ibico Plastic Spiral Binding Combs",2015-12-31,Karen Carlisle,Kentucky,Office Supplies,Binders,Tuf-Vin Binders,94.74,3,44.53,1.1,2.1742177933538844,10.0
2001,"Furniture_Furnishings_Eldon Expressions Wood Desk Accessories, Oak, Office Supplies_Binders_Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders",2015-12-31,Trudy Brown,Texas,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76,5,-11.44,6.3,2.1742177933538844,14.8
2002,"Furniture_Bookcases_Bush Westfield Collection Bookcases, Medium Cherry Finish, Technology_Phones_GE 30522EE2",2016-01-02,Brendan Murry,Maryland,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",173.94,3,38.27,1.9,0.0,7.6
2003,"Furniture_Tables_Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal, Office Supplies_Binders_Storex Dura Pro Binders",2016-01-03,Bill Overfelt,Oklahoma,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",1592.85,7,350.43,1.6,2.1742177933538844,4.1
2004,"Technology_Accessories_Imation Clip USB flash drive - 8 GB, Technology_Accessories_WD My Passport Ultra 1TB Portable External Hard Drive, Technology_Phones_AT&T 17929 Lendline Telephone",2016-01-03,Christine Abelman,Texas,Technology,Accessories,Imation Clip USB flash drive - 8 GB,30.08,2,-5.26,9.4,2.1742177933538844,9.0
2005,Office Supplies_Storage_Recycled Steel Personal File for Hanging File Folders,2016-01-03,Lena Radford,California,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,114.46,2,28.62,8.0,0.0,3.2
2006,"Office Supplies_Art_Newell 312, Office Supplies_Binders_Avery Arch Ring Binders",2016-01-04,Ben Peterman,Pennsylvania,Office Supplies,Art,Newell 312,4.67,1,0.58,14.326055533232982,1.8191498129141348,10.86637533288153
2007,Technology_Copiers_Hewlett Packard 310 Color Digital Copier,2016-01-04,Erica Bern,North Carolina,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,959.97,4,120.0,1.5,2.1742177933538844,10.2
2008,"Technology_Accessories_Logitech MX Performance Wireless Mouse, Office Supplies_Art_Newell 337, Technology_Phones_Logitech B530 USB Headset - headset - Full size, Binaural",2016-01-05,Anthony Johnson,Florida,Technology,Accessories,Logitech MX Performance Wireless Mouse,191.47,6,40.69,12.263582345029954,2.1742177933538844,11.19349611379967
2009,Office Supplies_Art_Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,2016-01-07,Dianna Wilson,California,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,34.58,1,10.03,8.8,1.5,8.7
2010,"Furniture_Furnishings_Executive Impressions 13"" Clairmont Wall Clock, Office Supplies_Paper_Xerox 212",2016-01-07,Neoma Murray,Texas,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",23.08,3,-10.96,13.2,2.1742177933538844,10.8
2011,"Furniture_Bookcases_Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors, Office Supplies_Binders_Plastic Binding Combs",2016-01-08,Jack O'Briant,Wisconsin,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1565.88,6,407.13,1.4,2.1742177933538844,6.9
2012,"Office Supplies_Binders_XtraLife ClearVue Slant-D Ring Binder, White, 3"", Office Supplies_Art_Newell 319, Technology_Phones_Avaya 5410 Digital phone",2016-01-08,Vivek Sundaresam,North Carolina,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",30.83,7,-24.66,5.3,2.1742177933538844,4.2
2013,"Technology_Accessories_Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning, Technology_Phones_netTALK DUO VoIP Telephone Service",2016-01-09,Laura Armstrong,California,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,349.95,5,118.98,8.1,0.0,4.6
2014,"Furniture_Furnishings_DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",2016-01-09,Maureen Fritzler,Ohio,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",15.17,2,3.79,7.4,2.1742177933538844,10.2
2015,"Furniture_Furnishings_DAX Value U-Channel Document Frames, Easel Back",2016-01-10,Joy Bell-,Washington,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",24.85,5,7.7,14.326055533232982,1.8191498129141348,10.86637533288153
2016,"Furniture_Furnishings_24-Hour Round Wall Clock, Technology_Accessories_Logitech Media Keyboard K200",2016-01-10,Ken Black,Washington,Furniture,Furnishings,24-Hour Round Wall Clock,79.92,4,34.37,14.326055533232982,1.8191498129141348,10.86637533288153
2017,"Office Supplies_Paper_Xerox 2, Office Supplies_Paper_Xerox 1935, Technology_Phones_Cyber Acoustics AC-202b Speech Recognition Stereo Headset",2016-01-11,Deanra Eno,Ohio,Office Supplies,Paper,Xerox 2,15.55,3,5.44,-9.9,2.1742177933538844,16.6
2018,Furniture_Furnishings_Ultra Door Push Plate,2016-01-11,Mark Packer,Ohio,Furniture,Furnishings,Ultra Door Push Plate,54.99,14,8.94,-9.9,2.1742177933538844,16.6
2019,"Office Supplies_Paper_Xerox 1882, Furniture_Furnishings_Electrix Fluorescent Magnifier Lamps & Weighted Base",2016-01-14,Anna Gayman,North Carolina,Office Supplies,Paper,Xerox 1882,89.57,2,32.47,5.4,2.1742177933538844,6.6
2020,Office Supplies_Paper_Xerox 1893,2016-01-15,Bill Eplett,New York,Office Supplies,Paper,Xerox 1893,81.98,2,40.17,0.9,0.0,11.5
2021,"Office Supplies_Envelopes_Quality Park Security Envelopes, Office Supplies_Art_American Pencil, Technology_Accessories_Logitech Gaming G510s - Keyboard",2016-01-15,Dean percer,New Jersey,Office Supplies,Envelopes,Quality Park Security Envelopes,52.34,2,24.6,3.9,2.1742177933538844,4.9
2022,"Furniture_Tables_Bevis Round Bullnose 29"" High Table Top",2016-01-15,Roy Collins,Connecticut,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",181.8,1,-15.58,3.2,0.0,5.0
2023,"Office Supplies_Envelopes_#10 Gummed Flap White Envelopes, 100/Box, Office Supplies_Paper_Xerox 1959, Office Supplies_Binders_Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",2016-01-15,William Brown,New York,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",16.52,4,7.6,0.9,0.0,11.5
2024,"Office Supplies_Binders_Wilson Jones Active Use Binders, Technology_Accessories_Imation 8GB Mini TravelDrive USB 2.0 Flash Drive",2016-01-16,Eric Hoffmann,California,Office Supplies,Binders,Wilson Jones Active Use Binders,11.65,2,4.22,10.8,1.0,4.7
2025,"Furniture_Furnishings_Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49"", Technology_Accessories_Logitech 910-002974 M325 Wireless Mouse for Web Scrolling, Technology_Accessories_Logitech G19 Programmable Gaming Keyboard",2016-01-17,Chuck Clark,New Hampshire,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",322.59,3,64.52,-1.0,0.8,9.6
2026,Technology_Accessories_First Data FD10 PIN Pad,2016-01-17,Dionis Lloyd,Georgia,Technology,Accessories,First Data FD10 PIN Pad,316.0,4,31.6,14.326055533232982,1.8191498129141348,10.86637533288153
2027,"Furniture_Chairs_Global Super Steno Chair, Furniture_Chairs_Global Ergonomic Managers Chair",2016-01-21,Tamara Dahlen,California,Furniture,Chairs,Global Super Steno Chair,153.57,2,-5.76,10.4,0.0,3.7
2028,"Furniture_Furnishings_Contract Clock, 14"", Brown",2016-01-22,Anthony Johnson,Washington,Furniture,Furnishings,"Contract Clock, 14"", Brown",109.9,5,37.37,14.326055533232982,1.8191498129141348,10.86637533288153
2029,"Technology_Phones_Panasonic Kx-TS550, Technology_Accessories_Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",2016-01-22,Bradley Talbott,Ohio,Technology,Phones,Panasonic Kx-TS550,110.38,4,-20.24,-6.1,2.1742177933538844,20.5
2030,"Furniture_Furnishings_Eldon Pizzaz Desk Accessories, Furniture_Bookcases_Sauder Forest Hills Library, Woodland Oak Finish, Office Supplies_Appliances_Fellowes Mighty 8 Compact Surge Protector",2016-01-22,Carlos Meador,North Carolina,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,14.27,8,4.28,-2.6,2.1742177933538844,12.8
2031,"Office Supplies_Labels_Avery 475, Office Supplies_Labels_Avery 476",2016-01-22,Frank Preis,California,Office Supplies,Labels,Avery 475,44.4,3,22.2,11.9,3.6,8.8
2032,Office Supplies_Paper_Xerox 218,2016-01-22,Marc Crier,Washington,Office Supplies,Paper,Xerox 218,12.96,2,6.22,14.326055533232982,1.8191498129141348,10.86637533288153
2033,Office Supplies_Fasteners_Bagged Rubber Bands,2016-01-22,Paul Gonzalez,New Jersey,Office Supplies,Fasteners,Bagged Rubber Bands,7.56,6,0.3,-4.8,2.1742177933538844,10.2
2034,Office Supplies_Binders_Wilson Jones data.warehouse D-Ring Binders with DublLock,2016-01-22,Toby Braunhardt,New York,Office Supplies,Binders,Wilson Jones data.warehouse D-Ring Binders with DublLock,26.34,4,9.22,-10.2,0.0,12.2
2035,"Furniture_Furnishings_DAX Cubicle Frames, 8-1/2 x 11",2016-01-23,Christy Brittain,California,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",59.99,7,21.6,12.2,2.3,11.7
2036,"Technology_Accessories_Logitech Wireless Marathon Mouse M705, Office Supplies_Art_4009 Highlighters, Office Supplies_Storage_Iceberg Mobile Mega Data/Printer Cart",2016-01-23,Claudia Bergmann,Vermont,Technology,Accessories,Logitech Wireless Marathon Mouse M705,99.98,2,42.99,-13.6,0.0,3.4
2037,Office Supplies_Binders_XtraLife ClearVue Slant-D Ring Binders by Cardinal,2016-01-24,Henry Goldwyn,Mississippi,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,31.36,4,15.68,14.326055533232982,1.8191498129141348,10.86637533288153
2038,"Office Supplies_Binders_GBC Standard Recycled Report Covers, Clear Plastic Sheets, Furniture_Tables_Chromcraft Round Conference Tables, Furniture_Furnishings_Tenex B1-RE Series Chair Mats for Low Pile Carpets, Office Supplies_Storage_SAFCO Commercial Wire Shelving, 72h",2016-01-25,Jonathan Doherty,New York,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",43.12,5,15.09,-4.7,0.0,9.4
2039,"Office Supplies_Art_Dixon Ticonderoga Maple Cedar Pencil, #2, Office Supplies_Paper_Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",2016-01-25,Todd Boyes,New Jersey,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",9.21,3,2.3,-2.4,0.0,4.8
2040,Office Supplies_Art_Newell 345,2016-01-28,Henry Goldwyn,California,Office Supplies,Art,Newell 345,39.68,2,10.32,7.9,0.0,4.5
2041,"Technology_Phones_Nokia Lumia 1020, Office Supplies_Binders_Avery Durable Binders, Furniture_Tables_Bretford Just In Time Height-Adjustable Multi-Task Work Tables",2016-01-30,David Flashing,Illinois,Technology,Phones,Nokia Lumia 1020,1439.97,4,144.0,4.8,2.1742177933538844,17.7
2042,Office Supplies_Paper_Xerox 1943,2016-01-30,Harold Engle,Illinois,Office Supplies,Paper,Xerox 1943,156.51,4,52.82,4.8,2.1742177933538844,17.7
2043,Office Supplies_Binders_Heavy-Duty E-Z-D Binders,2016-01-30,Jeremy Farry,California,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,17.46,2,5.89,11.1,1.3,7.5
2044,"Office Supplies_Storage_File Shuttle II and Handi-File, Black, Office Supplies_Binders_GBC Wire Binding Strips, Office Supplies_Labels_Avery 512",2016-01-30,Steven Cartwright,California,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",305.01,9,76.25,11.1,1.3,7.5
2045,"Furniture_Chairs_Global Deluxe High-Back Office Chair in Storm, Furniture_Bookcases_O'Sullivan 2-Shelf Heavy-Duty Bookcases",2016-01-30,Tim Brockman,Washington,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,435.17,4,-59.84,14.326055533232982,1.8191498129141348,10.86637533288153
